#            r                  2P                  2S                  1S
      0.011336139517      0.000783615598      0.066147665283      0.293293124618
      0.011427192359      0.000796037536      0.066641992168      0.295486943909
      0.011518976545      0.000808654634      0.067139710894      0.297695865805
      0.011611497950      0.000821469917      0.067640839797      0.299919973213
      0.011704762494      0.000834486454      0.068145397223      0.302159349138
      0.011798776147      0.000847707363      0.068653401534      0.304414076679
      0.011893544926      0.000861135805      0.069164871099      0.306684239016
      0.011989074896      0.000874774994      0.069679824295      0.308969919409
      0.012085372171      0.000888628190      0.070198279508      0.311271201186
      0.012182442913      0.000902698701      0.070720255124      0.313588167737
      0.012280293336      0.000916989887      0.071245769534      0.315920902504
      0.012378929702      0.000931505159      0.071774841129      0.318269488978
      0.012478358324      0.000946247978      0.072307488296      0.320634010683
      0.012578585565      0.000961221857      0.072843729421      0.323014551174
      0.012679617840      0.000976430365      0.073383582880      0.325411194027
      0.012781461615      0.000991877122      0.073927067044      0.327824022828
      0.012884123407      0.001007565802      0.074474200269      0.330253121164
      0.012987609788      0.001023500137      0.075025000902      0.332698572619
      0.013091927380      0.001039683912      0.075579487271      0.335160460756
      0.013197082861      0.001056120972      0.076137677687      0.337638869115
      0.013303082958      0.001072815219      0.076699590443      0.340133881202
      0.013409934458      0.001089770611      0.077265243805      0.342645580473
      0.013517644198      0.001106991169      0.077834656016      0.345174050332
      0.013626219072      0.001124480971      0.078407845289      0.347719374116
      0.013735666029      0.001142244160      0.078984829807      0.350281635086
      0.013845992073      0.001160284937      0.079565627721      0.352860916414
      0.013957204265      0.001178607570      0.080150257141      0.355457301176
      0.014069309723      0.001197216386      0.080738736143      0.358070872338
      0.014182315622      0.001216115781      0.081331082757      0.360701712744
      0.014296229194      0.001235310215      0.081927314969      0.363349905108
      0.014411057729      0.001254804214      0.082527450718      0.366015531998
      0.014526808577      0.001274602373      0.083131507889      0.368698675827
      0.014643489146      0.001294709354      0.083739504316      0.371399418839
      0.014761106902      0.001315129891      0.084351457773      0.374117843099
      0.014879669375      0.001335868784      0.084967385974      0.376854030476
      0.014999184152      0.001356930909      0.085587306569      0.379608062634
      0.015119658882      0.001378321213      0.086211237140      0.382380021017
      0.015241101275      0.001400044716      0.086839195199      0.385169986836
      0.015363519103      0.001422106512      0.087471198183      0.387978041057
      0.015486920202      0.001444511772      0.088107263451      0.390804264384
      0.015611312469      0.001467265743      0.088747408281      0.393648737246
      0.015736703866      0.001490373751      0.089391649865      0.396511539784
      0.015863102417      0.001513841198      0.090040005306      0.399392751835
      0.015990516212      0.001537673569      0.090692491615      0.402292452919
      0.016118953406      0.001561876429      0.091349125706      0.405210722221
      0.016248422217      0.001586455425      0.092009924392      0.408147638576
      0.016378930934      0.001611416288      0.092674904382      0.411103280457
      0.016510487908      0.001636764831      0.093344082274      0.414077725955
      0.016643101558      0.001662506958      0.094017474556      0.417071052765
      0.016776780373      0.001688648655      0.094695097597      0.420083338168
      0.016911532908      0.001715195998      0.095376967645      0.423114659016
      0.017047367786      0.001742155152      0.096063100823      0.426165091713
      0.017184293702      0.001769532375      0.096753513122      0.429234712200
      0.017322319418      0.001797334012      0.097448220398      0.432323595937
      0.017461453769      0.001825566507      0.098147238370      0.435431817882
      0.017601705658      0.001854236394      0.098850582609      0.438559452477
      0.017743084063      0.001883350304      0.099558268541      0.441706573627
      0.017885598032      0.001912914966      0.100270311436      0.444873254684
      0.018029256684      0.001942937207      0.100986726405      0.448059568423
      0.018174069215      0.001973423953      0.101707528395      0.451265587029
      0.018320044893      0.002004382233      0.102432732185      0.454491382072
      0.018467193060      0.002035819175      0.103162352381      0.457737024489
      0.018615523134      0.002067742016      0.103896403407      0.461002584567
      0.018765044608      0.002100158093      0.104634899504      0.464288131915
